sample 0,sample 1,sample 2,sample 3,sample 4,sample 5,sample 6,sample 7,sample 8,sample 9,sample 10,sample 11,sample 12,sample 13,sample 14,sample 15,sample 16,sample 17,sample 18,sample 19,sample 20,sample 21,sample 22,sample 23,sample 24,sample 25,sample 26,sample 27,sample 28,sample 29,sample 30,sample 31,sample 32,sample 33,sample 34,sample 35,sample 36,sample 37,sample 38,sample 39
-0.030708,0.002724,-0.033737,-0.041634,0.000145,0.018173,-0.003967,-0.026871,0.018562,0.038437,0.058998,0.007988,0.024315,0.020813,0.019463,0.101791,0.011208,0.011879,0.021225,-0.006523,-0.076553,-0.013496,-0.014908,0.049217,-0.034943,-0.02195,0.008492,-0.001282,0.002823,0.047073,-0.004242,0.043091,0.0131,-0.066116,-0.021172,0.011124,-0.02491,0.029541,-0.044113,0.011559
-0.035835,0.025414,-0.047241,-0.035759,-0.013397,0.012871,0.007118,-0.040085,0.025703,0.047493,0.069252,-0.000961,0.002541,0.019547,0.012207,0.094429,0.008888,0.021584,0.020996,0.01548,-0.0867,-0.021751,-0.007645,0.051651,-0.014404,-0.021599,0.01796,0.009193,-0.004211,0.049515,0.001884,0.047188,0.00753,-0.058952,-0.027206,-0.006714,-0.006256,0.028976,-0.05143,0.003433
-0.032036,0.045952,-0.052971,-0.030243,-0.025826,0.009468,0.013481,-0.046082,0.028435,0.056702,0.075058,-0.00843,-0.023262,0.015907,0.005829,0.08313,0.011421,0.032349,0.016922,0.036438,-0.087799,-0.03112,0.001106,0.045105,0.005417,-0.019928,0.024734,0.021507,-0.009468,0.044121,0.007835,0.050789,0.002441,-0.042259,-0.030319,-0.027962,0.014442,0.025597,-0.05262,-0.001289
-0.023842,0.063934,-0.053322,-0.029083,-0.040718,0.004066,0.020287,-0.041801,0.023659,0.064003,0.073242,-0.015839,-0.043259,0.004639,0.005035,0.065598,0.017776,0.040649,0.012619,0.053444,-0.07988,-0.03894,0.004387,0.030586,0.026947,-0.021301,0.030289,0.029076,-0.008636,0.031799,0.018204,0.04715,-0.001778,-0.025017,-0.026421,-0.046715,0.030716,0.021538,-0.054245,-0.005775
-0.014359,0.078262,-0.046745,-0.029678,-0.049599,-0.008194,0.025764,-0.030678,0.01416,0.070381,0.06675,-0.021019,-0.057411,-0.007896,0.005859,0.042549,0.023575,0.047913,0.010704,0.068291,-0.061562,-0.041206,0.006485,0.0177,0.046608,-0.017715,0.030869,0.026962,0.000816,0.015312,0.029663,0.037003,-0.008255,-0.011162,-0.021561,-0.059364,0.043777,0.020897,-0.052544,-0.013268
-0.006187,0.084808,-0.038986,-0.031105,-0.050148,-0.015396,0.028229,-0.018013,-0.001099,0.074875,0.052101,-0.016838,-0.069321,-0.018326,0.009392,0.020782,0.026283,0.051903,0.00882,0.082932,-0.036774,-0.042267,0.010292,0.006996,0.058304,-0.010422,0.029518,0.026184,0.009468,-0.00415,0.032951,0.028481,-0.011642,0.002449,-0.018433,-0.069458,0.055855,0.018539,-0.039574,-0.020233
0.00309,0.082405,-0.030952,-0.032928,-0.04718,-0.01622,0.031708,-0.001747,-0.017563,0.072487,0.032356,-0.008347,-0.072746,-0.031281,0.014473,-0.002518,0.023476,0.046425,0.006966,0.085686,-0.015198,-0.043869,0.015213,-0.003456,0.065544,-0.006203,0.026352,0.026222,0.014061,-0.018471,0.034515,0.016403,-0.012489,0.011261,-0.011986,-0.073601,0.061432,0.012276,-0.023872,-0.025566
0.016365,0.071327,-0.018509,-0.033371,-0.036812,-0.018089,0.037376,0.018303,-0.027412,0.066101,0.010468,-0.001755,-0.068672,-0.043869,0.012657,-0.026894,0.015999,0.033676,0.008751,0.074097,0.004974,-0.038498,0.022446,-0.009567,0.068764,0.005348,0.016396,0.021721,0.012527,-0.021828,0.032555,-0.001938,-0.013664,0.0159,-0.005569,-0.069374,0.059296,0.007881,-0.008484,-0.026215
0.033539,0.053123,-0.004387,-0.030174,-0.022728,-0.018211,0.04055,0.03215,-0.031517,0.056763,-0.007683,0.006241,-0.058609,-0.05159,0.008118,-0.043381,0.008369,0.021561,0.013512,0.053268,0.026779,-0.027534,0.030937,-0.010109,0.065468,0.019913,0.004829,0.018349,0.008171,-0.024681,0.024185,-0.018616,-0.012978,0.017296,-0.00135,-0.059303,0.053299,0.003685,0.010796,-0.020027
0.049843,0.031288,0.005234,-0.025444,-0.014099,-0.019264,0.037796,0.039642,-0.031189,0.040649,-0.021629,0.013535,-0.042259,-0.054245,0.007584,-0.052437,0.000732,0.008125,0.01165,0.025375,0.044334,-0.0168,0.033585,-0.011871,0.056801,0.028336,-0.004684,0.014091,0.004524,-0.028992,0.019852,-0.028847,-0.011177,0.014595,0.005051,-0.041832,0.039436,-0.003754,0.026894,-0.010223
0.058731,0.010094,0.011345,-0.018394,-0.001701,-0.025124,0.030968,0.044884,-0.031052,0.022316,-0.030365,0.01696,-0.016487,-0.053398,0.006683,-0.058647,-0.007355,-0.008919,0.005852,-0.001862,0.056175,-0.001862,0.027908,-0.014374,0.039841,0.032814,-0.017105,0.004913,-0.000427,-0.029243,0.011795,-0.035286,-0.01091,0.00692,0.013275,-0.018456,0.02034,-0.010155,0.040123,-0.004501
0.063225,-0.010887,0.016281,-0.005524,0.012596,-0.032227,0.023621,0.04586,-0.032455,0.002716,-0.033997,0.023239,0.011108,-0.049873,0.003632,-0.062103,-0.010643,-0.024078,0.002579,-0.023628,0.062981,0.016342,0.021584,-0.011955,0.015556,0.037262,-0.026154,-0.003227,-0.006401,-0.030785,-0.001831,-0.036858,-0.010277,-0.003334,0.016235,0.002174,0.003632,-0.011597,0.055984,-0.002113
0.060379,-0.033051,0.018532,0.009399,0.023422,-0.035652,0.016373,0.038719,-0.031082,-0.021103,-0.036873,0.030785,0.033165,-0.039894,0.00148,-0.062096,-0.013634,-0.037025,-0.001282,-0.041664,0.060982,0.02726,0.017754,-0.008484,-0.008194,0.035156,-0.029991,-0.007416,-0.015717,-0.029381,-0.011635,-0.034424,-0.004974,-0.011238,0.01725,0.021683,-0.012077,-0.014397,0.064629,0.003258
0.054146,-0.051567,0.022392,0.026245,0.034378,-0.034592,0.005882,0.027328,-0.023972,-0.040741,-0.035057,0.030289,0.055885,-0.023666,-0.001648,-0.059608,-0.021187,-0.0495,-0.00872,-0.056671,0.049522,0.033203,0.012093,-0.003479,-0.026512,0.0243,-0.033607,-0.012573,-0.027954,-0.023529,-0.019852,-0.032867,0.002815,-0.015656,0.019493,0.040062,-0.027695,-0.018333,0.063721,0.007812
0.048584,-0.06414,0.027748,0.04554,0.042076,-0.03418,-0.006699,0.010551,-0.008934,-0.053322,-0.027626,0.02771,0.069611,-0.008636,-0.007523,-0.05143,-0.028679,-0.057724,-0.014618,-0.06813,0.034714,0.038902,0.007133,0.004868,-0.039871,0.016197,-0.035339,-0.01252,-0.03672,-0.014748,-0.027946,-0.02623,0.007408,-0.014244,0.020805,0.049034,-0.037483,-0.021355,0.063454,0.010422
0.035446,-0.071648,0.027153,0.061844,0.042,-0.033371,-0.020355,-0.011772,0.009018,-0.062584,-0.020599,0.024818,0.06913,0.001312,-0.013077,-0.039047,-0.032875,-0.056046,-0.013695,-0.072952,0.02282,0.040833,0.000488,0.009453,-0.046959,0.006546,-0.032982,-0.00293,-0.03904,-0.005501,-0.033463,-0.012192,0.01178,-0.011833,0.023827,0.048767,-0.04068,-0.027588,0.056038,0.016884
0.017517,-0.072418,0.022537,0.074997,0.03643,-0.028313,-0.03199,-0.028168,0.023781,-0.066628,-0.020378,0.01355,0.064835,0.006721,-0.01149,-0.028389,-0.035202,-0.050415,-0.016045,-0.06955,0.011627,0.040237,-0.009933,0.009918,-0.047913,-0.008553,-0.027405,0.010796,-0.037102,0.001389,-0.034492,0.000725,0.018051,-0.014954,0.026382,0.041313,-0.043098,-0.031433,0.036697,0.024231
3.81E-05,-0.064789,0.017708,0.084328,0.031448,-0.020576,-0.037788,-0.042488,0.032768,-0.065498,-0.019394,0.003601,0.057983,0.009026,-0.006981,-0.018486,-0.035248,-0.047043,-0.020134,-0.056511,-0.000198,0.039062,-0.015076,0.006989,-0.046295,-0.018738,-0.019814,0.026451,-0.028198,0.009468,-0.035683,0.011421,0.023384,-0.017738,0.022728,0.02916,-0.039017,-0.031548,0.017258,0.026596
-0.018143,-0.054131,0.011536,0.080444,0.025597,-0.008705,-0.041122,-0.059174,0.037643,-0.063202,-0.013046,1.53E-05,0.043457,0.011307,-0.003845,-0.008942,-0.03096,-0.039627,-0.016899,-0.037277,-0.011909,0.035347,-0.016335,-0.002907,-0.041382,-0.020866,-0.006004,0.03952,-0.01902,0.017982,-0.032204,0.019844,0.026962,-0.013382,0.013939,0.016579,-0.030701,-0.028763,0.00016,0.028297
-0.037277,-0.041306,0.009514,0.065575,0.020218,0.008453,-0.041397,-0.071236,0.041954,-0.058182,-0.006813,-0.007126,0.028183,0.012764,0.002869,-0.001328,-0.026596,-0.028282,-0.011124,-0.020119,-0.024445,0.029739,-0.016586,-0.012848,-0.032547,-0.020676,0.007568,0.045586,-0.016113,0.028145,-0.024979,0.020103,0.025627,-0.003777,0.007736,0.005997,-0.023979,-0.021065,-0.017387,0.027771
-0.052422,-0.023949,0.011597,0.04776,0.016342,0.024368,-0.038612,-0.076355,0.046822,-0.045555,0.001938,-0.016876,0.015968,0.016342,0.005669,0.002151,-0.025848,-0.014771,-0.006851,-0.002045,-0.02961,0.026947,-0.015015,-0.016083,-0.019218,-0.018005,0.015045,0.044266,-0.007431,0.039268,-0.019485,0.017265,0.020065,0.006439,0.005562,-0.001694,-0.009865,-0.009552,-0.028389,0.023201
-0.063744,-0.007133,0.009148,0.022926,0.01236,0.035675,-0.033997,-0.076889,0.046829,-0.030266,0.012451,-0.027443,-0.002296,0.022369,0.006676,0.004303,-0.027473,0.00309,-0.000229,0.015175,-0.022568,0.02359,-0.014732,-0.015198,-0.004761,-0.011543,0.023941,0.038452,0.004852,0.048599,-0.011208,0.018204,0.011757,0.015648,0.002716,-0.007324,0.00795,0.004227,-0.032967,0.019897
-0.072815,0.006798,0.002846,-0.005669,0.009048,0.045845,-0.02832,-0.066208,0.035172,-0.015167,0.015068,-0.040573,-0.021126,0.022247,0.014587,0.004143,-0.025528,0.018005,0.006432,0.028404,-0.008331,0.016243,-0.014183,-0.013283,0.010277,-0.006195,0.032616,0.030014,0.014458,0.054504,-0.004166,0.019287,-7.63E-06,0.02227,-0.003593,-0.009743,0.021225,0.017204,-0.039902,0.013695
-0.074745,0.014442,-0.002945,-0.031548,0.006241,0.052162,-0.019211,-0.044891,0.018021,-0.001633,0.010048,-0.047653,-0.038193,0.021011,0.019356,-0.001617,-0.020554,0.024513,0.007431,0.043892,0.005173,0.008781,-0.007347,-0.011925,0.02697,-0.000229,0.036598,0.019661,0.023346,0.059563,-0.000618,0.017815,-0.011375,0.025002,-0.009659,-0.005653,0.036781,0.028519,-0.043289,0.000694
-0.070892,0.016937,-0.01165,-0.05558,0.005898,0.053299,-0.006592,-0.024704,0.000641,0.008476,0.008835,-0.043144,-0.054489,0.026421,0.018173,-0.004532,-0.014938,0.025551,0.009079,0.057327,0.019356,-0.000198,0.002411,-0.012711,0.038551,0.004707,0.039474,0.010307,0.028976,0.061745,0.00267,0.013939,-0.021973,0.024353,-0.012543,0.003746,0.054337,0.037437,-0.041039,-0.011398
-0.063873,0.021919,-0.02182,-0.074135,0.005051,0.053146,0.002716,-0.004822,-0.013657,0.017441,0.00856,-0.036438,-0.061081,0.034653,0.01696,-0.004776,-0.007294,0.025299,0.008362,0.062096,0.034157,-0.010376,0.008003,-0.014931,0.047318,0.006821,0.040649,-0.000816,0.031197,0.054008,0.008919,0.00959,-0.032372,0.019844,-0.01796,0.011497,0.060631,0.043251,-0.040016,-0.018021
-0.05233,0.024338,-0.027779,-0.079918,0.002403,0.049789,0.011101,0.014397,-0.019905,0.024086,0.006523,-0.031487,-0.05687,0.042519,0.008476,-0.009171,-0.000214,0.027756,0.004272,0.059677,0.03981,-0.016853,0.010597,-0.01358,0.055473,0.009651,0.038933,-0.014221,0.03215,0.040161,0.012886,0.004028,-0.038704,0.009926,-0.024658,0.019707,0.057564,0.043167,-0.034676,-0.025085
-0.034836,0.018059,-0.031708,-0.076881,-0.001396,0.041245,0.016571,0.031136,-0.022964,0.026131,0.006798,-0.027321,-0.044563,0.050484,-0.006729,-0.013687,0.007599,0.031006,0.004448,0.053261,0.04528,-0.020393,0.008682,-0.010452,0.056213,0.009583,0.039642,-0.025604,0.035873,0.022209,0.014671,0.00058,-0.041565,-0.004219,-0.030319,0.025764,0.048103,0.039062,-0.023499,-0.028114
-0.015137,0.011658,-0.034294,-0.071716,-0.008415,0.029778,0.018456,0.046196,-0.026527,0.025795,0.003265,-0.028343,-0.031593,0.054268,-0.016251,-0.017967,0.018936,0.027313,0.004639,0.044098,0.051353,-0.022629,0.002785,-0.009293,0.049919,0.003014,0.038269,-0.033775,0.03672,-0.002167,0.017998,6.10E-05,-0.040657,-0.018532,-0.035278,0.021713,0.029259,0.030617,-0.016373,-0.02449
0.003502,0.007072,-0.030975,-0.060661,-0.015724,0.019081,0.022011,0.057327,-0.027359,0.028976,-0.004913,-0.028046,-0.016693,0.049065,-0.021492,-0.02211,0.029419,0.016151,0.001808,0.03582,0.04335,-0.0224,-0.001442,-0.009888,0.040314,-0.005951,0.027504,-0.035484,0.030121,-0.027611,0.019402,-0.005516,-0.032875,-0.030617,-0.030815,0.012375,0.008987,0.012505,-0.010651,-0.023911
0.025314,0.001404,-0.019333,-0.044456,-0.021339,0.006294,0.02536,0.059517,-0.025711,0.032906,-0.007484,-0.018295,0.000587,0.042351,-0.028206,-0.017517,0.036674,0.007355,-0.00061,0.027069,0.026299,-0.021912,-0.003822,-0.010017,0.024284,-0.010895,0.011787,-0.033028,0.019722,-0.04866,0.022331,-0.010475,-0.020073,-0.03524,-0.014793,0.002716,-0.009262,-0.006584,-0.002716,-0.024323
0.04351,-0.002213,-0.006973,-0.026794,-0.025818,-0.009094,0.025261,0.054161,-0.018524,0.035378,-0.002815,-0.005844,0.013611,0.036446,-0.033691,-0.005104,0.045296,0.001724,-0.001808,0.015236,0.008987,-0.022247,-0.006226,-0.007378,0.004913,-0.013771,-0.001343,-0.029839,0.004639,-0.06797,0.026649,-0.012512,-0.005943,-0.032394,0.005188,-0.005196,-0.027519,-0.024712,-0.000679,-0.020042
0.053696,-0.004013,0.004707,-0.007416,-0.028572,-0.018364,0.023483,0.047523,-0.00444,0.037666,-0.000664,0.004059,0.026451,0.024513,-0.035919,0.006332,0.049118,-0.005592,-0.006363,0.004982,-0.013176,-0.019493,-0.009918,-0.002251,-0.010742,-0.017906,-0.010818,-0.025864,-0.009773,-0.083038,0.027046,-0.015175,0.00827,-0.027885,0.024208,-0.015556,-0.041336,-0.044365,-0.00103,-0.014107
0.063782,0.000565,0.018417,0.01371,-0.030212,-0.026024,0.024101,0.038521,0.006996,0.037468,0.001877,0.014435,0.037987,0.008347,-0.036331,0.014656,0.045418,-0.005356,-0.010017,-0.006195,-0.036095,-0.012848,-0.014473,0.007202,-0.024727,-0.020401,-0.018173,-0.022018,-0.016396,-0.09082,0.022987,-0.011482,0.023247,-0.019279,0.034248,-0.027374,-0.046227,-0.05249,0.002388,-0.008797
0.068657,0.013481,0.032433,0.031204,-0.031334,-0.033508,0.022575,0.02935,0.011604,0.033684,0.006203,0.025772,0.044624,-0.008949,-0.031555,0.024109,0.040924,0.001717,-0.008499,-0.016975,-0.050865,-0.00811,-0.019409,0.018036,-0.036346,-0.023582,-0.021347,-0.016144,-0.017868,-0.093994,0.020836,-0.002922,0.03756,-0.005608,0.032272,-0.036079,-0.046692,-0.050896,0.005386,-0.002747
0.064804,0.029213,0.048279,0.040855,-0.032394,-0.035484,0.02166,0.020615,0.013504,0.02504,0.005188,0.034332,0.045723,-0.026611,-0.020142,0.030655,0.033478,0.002327,-0.00544,-0.027359,-0.065498,-0.002937,-0.024193,0.026512,-0.043045,-0.028458,-0.026413,-0.009979,-0.018524,-0.088448,0.02137,0.002914,0.050934,0.00927,0.027718,-0.040977,-0.04187,-0.050789,0.00634,0.003235
0.055969,0.042824,0.061371,0.044617,-0.030327,-0.038727,0.02552,0.01136,0.013077,0.016853,0.004745,0.040314,0.043335,-0.03817,-0.008461,0.035355,0.019943,0.003563,-0.001434,-0.037781,-0.075401,0.007393,-0.024071,0.033386,-0.04821,-0.027115,-0.034348,-0.008171,-0.017494,-0.070007,0.022766,0.008316,0.057671,0.023972,0.021332,-0.036827,-0.029274,-0.042496,0.011162,0.008781
0.04142,0.052483,0.067863,0.041153,-0.025887,-0.037636,0.026093,0.003029,0.010025,0.010155,0.005486,0.045601,0.036613,-0.042526,0.003471,0.044556,0.003616,0.012733,0.000824,-0.04541,-0.073242,0.013908,-0.020882,0.041107,-0.049202,-0.019997,-0.036507,-0.008888,-0.016212,-0.04538,0.024712,0.015739,0.052505,0.037971,0.009903,-0.028069,-0.016121,-0.028641,0.018631,0.01796
0.023277,0.058769,0.065445,0.035027,-0.021111,-0.029221,0.021446,-0.002373,0.010178,0.001701,0.003052,0.04924,0.025703,-0.046661,0.016487,0.047859,-0.011696,0.023842,0.002892,-0.049103,-0.070763,0.013603,-0.017914,0.043991,-0.040489,-0.011009,-0.030922,-0.006363,-0.018745,-0.016396,0.024483,0.018196,0.043007,0.051186,-0.000244,-0.016602,-0.007126,-0.020096,0.022049,0.027695
0.007065,0.059555,0.055939,0.031807,-0.012154,-0.022369,0.016525,-0.00206,0.008812,-0.006203,0.001518,0.050682,0.016609,-0.048706,0.022575,0.04525,-0.028351,0.031921,0.003754,-0.045296,-0.066216,0.014801,-0.008995,0.039963,-0.029877,-0.001869,-0.021751,-0.004974,-0.020157,0.020546,0.020706,0.019051,0.030159,0.062721,-0.009293,0.002464,0.000885,-0.007805,0.026955,0.031609
-0.006767,0.057289,0.039246,0.027481,-0.004578,-0.014481,0.012367,-0.001221,0.000526,-0.012978,0.001991,0.047302,0.006256,-0.04509,0.02594,0.042191,-0.039856,0.036095,0.003212,-0.040733,-0.0522,0.016991,0.004074,0.034309,-0.020126,0.003456,-0.013458,-0.004662,-0.017456,0.053284,0.012466,0.025993,0.012238,0.067238,-0.019897,0.023384,0.011307,0.006485,0.029037,0.037842
-0.023582,0.052681,0.015892,0.021164,0.000381,-0.007111,0.008636,-0.001465,-0.009857,-0.020279,0.000397,0.039932,-0.003632,-0.040581,0.032417,0.033554,-0.042427,0.038048,0.000618,-0.034912,-0.036324,0.017128,0.012543,0.021317,-0.010109,0.006844,-0.007256,0.001297,-0.015739,0.073418,0.004456,0.031693,-0.002029,0.064621,-0.026703,0.039452,0.019691,0.014725,0.022354,0.042236
-0.037827,0.038788,-0.005028,0.017128,0.00531,-0.005409,0.007858,-0.001419,-0.021233,-0.027222,0.002144,0.030853,-0.008705,-0.033943,0.03717,0.022484,-0.044472,0.033211,-0.008064,-0.027084,-0.024117,0.020935,0.021004,0.006165,-0.003571,0.014221,-0.008934,0.005074,-0.012283,0.085815,-0.005463,0.029869,-0.011383,0.055099,-0.029427,0.051804,0.023346,0.021828,0.018433,0.037102
-0.046257,0.017044,-0.02549,0.015839,0.004608,-0.005676,0.003212,-0.002769,-0.029999,-0.028412,0.011215,0.019791,-0.014626,-0.017624,0.038727,0.015518,-0.043373,0.02504,-0.014687,-0.020721,-0.010506,0.024574,0.031517,-0.004982,0.004494,0.027115,-0.01239,0.002579,-0.008186,0.090981,-0.01738,0.020737,-0.022896,0.039047,-0.032585,0.058784,0.023682,0.029564,0.017326,0.032463
-0.053299,-0.004242,-0.049065,0.013863,-0.000671,-0.000854,-0.007492,-0.002975,-0.031891,-0.028816,0.013474,0.007927,-0.021698,0.000374,0.03389,0.006378,-0.036079,0.018448,-0.018951,-0.011414,0.006714,0.02121,0.036522,-0.020294,0.015541,0.038971,-0.007904,-0.000214,-0.005638,0.088264,-0.024796,0.008354,-0.032761,0.022354,-0.035973,0.054855,0.020248,0.03389,0.01342,0.022026
-0.053131,-0.024734,-0.069855,0.014938,-0.004707,0.007683,-0.016922,-0.001236,-0.028343,-0.027977,0.011673,-0.003891,-0.025543,0.013,0.025131,-0.006859,-0.026207,0.00425,-0.022224,0.00071,0.020645,0.015999,0.040672,-0.03875,0.024269,0.047195,-0.005104,-0.000198,0.002098,0.078491,-0.029793,-0.004463,-0.035439,0.00473,-0.032959,0.043945,0.011818,0.038109,0.009514,0.003128
-0.04361,-0.040237,-0.082886,0.019875,-0.003593,0.011467,-0.025291,0.002197,-0.021973,-0.021935,0.01442,-0.016502,-0.028503,0.026077,0.015724,-0.016014,-0.015404,-0.014664,-0.01899,0.013428,0.030731,0.01033,0.045937,-0.050827,0.024345,0.050392,-0.006332,0.000526,0.013008,0.05954,-0.030411,-0.01725,-0.033165,-0.011177,-0.021057,0.032501,0.003014,0.041771,0.005035,-0.009857
-0.029228,-0.046944,-0.089668,0.021439,0.002205,0.010429,-0.028435,0.004944,-0.012772,-0.021118,0.013123,-0.028839,-0.030945,0.033875,0.006729,-0.022675,-0.000366,-0.029213,-0.01136,0.023071,0.043144,0.001144,0.04451,-0.056465,0.018318,0.046059,-0.006638,0.003059,0.020874,0.033104,-0.027077,-0.027229,-0.025719,-0.022949,-0.00621,0.019646,-0.002457,0.035042,-0.003685,-0.016327
-0.013702,-0.054024,-0.088486,0.019493,0.013863,0.00856,-0.027031,0.004372,-0.005386,-0.025131,0.007858,-0.039917,-0.025726,0.035843,-0.00106,-0.027145,0.017654,-0.044006,-0.004257,0.028603,0.051865,-0.006058,0.037621,-0.059303,0.007362,0.038818,-0.010284,0.009209,0.026024,0.007164,-0.024765,-0.035133,-0.014984,-0.031029,0.011566,0.005737,-0.006531,0.021782,-0.015503,-0.0243
0.005028,-0.060646,-0.078003,0.0159,0.031578,0.006104,-0.026268,0.00106,0.003426,-0.028519,0.002319,-0.049461,-0.018173,0.036583,-0.010788,-0.02578,0.02906,-0.056984,0.001808,0.03064,0.053177,-0.006401,0.030746,-0.055359,-0.006676,0.03022,-0.009888,0.014694,0.029579,-0.016167,-0.020485,-0.041908,-0.009308,-0.034325,0.027771,-0.006981,-0.007286,0.010231,-0.022751,-0.030487
0.027252,-0.060211,-0.060036,0.009605,0.046028,0.004814,-0.025291,-0.005463,0.021187,-0.031754,-0.004288,-0.055687,-0.01638,0.033684,-0.021675,-0.022415,0.036209,-0.061859,0.009422,0.030945,0.0513,-0.007271,0.02002,-0.047623,-0.011345,0.018608,0.001144,0.020096,0.02816,-0.035652,-0.012207,-0.044609,-0.009224,-0.030273,0.037666,-0.019035,-0.007507,-0.000877,-0.02253,-0.032158
0.043686,-0.055565,-0.034142,0.002769,0.055862,0.007072,-0.024223,-0.012604,0.038551,-0.032356,-0.011833,-0.062477,-0.010864,0.027397,-0.032768,-0.021164,0.041168,-0.06382,0.018211,0.030441,0.046234,-0.011108,0.003563,-0.037849,-0.013069,0.002556,0.011208,0.024429,0.02726,-0.046608,-0.005074,-0.040916,-0.006172,-0.0196,0.045311,-0.026978,-0.010963,-0.00975,-0.017281,-0.034599
0.056557,-0.048248,-0.002258,-0.001724,0.063225,0.009354,-0.022041,-0.016861,0.049408,-0.026222,-0.018524,-0.068153,-0.001968,0.018326,-0.04084,-0.02005,0.042007,-0.062645,0.029266,0.026085,0.039581,-0.01152,-0.011589,-0.02356,-0.017532,-0.015633,0.017906,0.023323,0.03141,-0.050972,-0.000175,-0.033844,-0.001083,-0.010498,0.045021,-0.028862,-0.010582,-0.01712,-0.009697,-0.035995
0.067123,-0.036148,0.03154,-0.009483,0.062538,0.009056,-0.020561,-0.020775,0.053459,-0.021744,-0.024124,-0.067612,0.003899,0.010033,-0.041443,-0.018776,0.040718,-0.054085,0.036026,0.020485,0.033676,-0.007797,-0.025116,-0.007668,-0.02021,-0.031883,0.025581,0.018715,0.032188,-0.051636,0.006012,-0.022995,0.000259,-0.003265,0.03791,-0.028183,-0.005127,-0.025658,-0.004616,-0.032074
0.065399,-0.022575,0.060448,-0.021484,0.054192,0.008659,-0.020393,-0.027359,0.050804,-0.021217,-0.030029,-0.058434,0.010078,0.001472,-0.035362,-0.016891,0.034111,-0.044868,0.030952,0.015961,0.028389,-0.002388,-0.036247,0.01252,-0.023232,-0.045708,0.031021,0.014374,0.026802,-0.045654,0.011139,-0.009033,-0.001434,-0.000244,0.030579,-0.026169,-0.001183,-0.032898,-0.003624,-0.02578
0.056007,-0.013245,0.083031,-0.030731,0.041817,0.009422,-0.017921,-0.03447,0.045189,-0.014877,-0.033638,-0.040642,0.015205,-0.007111,-0.028313,-0.012184,0.0252,-0.033669,0.021263,0.011948,0.018623,0.006065,-0.041687,0.033615,-0.024727,-0.054108,0.033875,0.00647,0.015274,-0.030403,0.015381,0.001106,-0.005432,-0.004875,0.022232,-0.022858,0.004303,-0.03614,-0.001205,-0.0187
0.042656,-0.006218,0.095627,-0.034966,0.02755,0.012741,-0.01664,-0.041054,0.036774,-0.007599,-0.029167,-0.017906,0.019699,-0.010216,-0.019562,-0.007347,0.016495,-0.011909,0.012299,0.008774,0.009117,0.013718,-0.04554,0.045914,-0.01899,-0.056236,0.040588,-0.003082,0.000107,-0.011269,0.016991,0.010963,-0.010727,-0.010246,0.010468,-0.019371,0.008606,-0.029449,0.00338,-0.009506
0.019463,0.001305,0.09584,-0.032387,0.011635,0.019447,-0.015305,-0.04126,0.022034,-0.000198,-0.019234,0.005775,0.022652,-0.010567,-0.008675,-0.005615,0.007393,0.011826,0.002068,0.005867,0.002304,0.013969,-0.047218,0.048462,-0.005989,-0.056351,0.045059,-0.006195,-0.013565,0.00396,0.014099,0.022827,-0.01281,-0.016479,-0.003555,-0.017761,0.006241,-0.016678,0.006172,-0.001297
-0.003197,0.006744,0.093567,-0.0242,-0.004532,0.023338,-0.00502,-0.032654,0.00174,0.011353,-0.006668,0.023369,0.021431,-0.012955,0.002991,-0.006416,-0.001282,0.031212,-0.010628,0.003174,-0.007797,0.011963,-0.043129,0.048416,0.005486,-0.053024,0.040642,-0.008781,-0.025078,0.018608,0.01104,0.031021,-0.007812,-0.028831,-0.013496,-0.015755,0.004646,-0.003944,0.009369,0.007973
-0.019577,0.01062,0.087273,-0.012161,-0.018044,0.021858,0.007439,-0.024757,-0.019974,0.026703,0.008499,0.038361,0.017746,-0.014946,0.01857,-0.005402,-0.006264,0.049255,-0.021255,0.00013,-0.010826,0.009132,-0.034538,0.048325,0.016922,-0.042381,0.032089,-0.012245,-0.035156,0.032318,0.007065,0.036713,0.000496,-0.040115,-0.022865,-0.012589,0.005341,0.011147,0.011017,0.017036
-0.038208,0.014946,0.070091,0.000244,-0.031387,0.02079,0.016335,-0.016136,-0.041702,0.041412,0.017403,0.054687,0.010696,-0.016846,0.03244,-0.001816,-0.005341,0.062744,-0.026985,-0.001945,-0.008286,0.004898,-0.020401,0.043144,0.028511,-0.024002,0.019943,-0.013512,-0.043678,0.03669,0.003662,0.038666,0.008911,-0.044205,-0.029922,-0.011856,0.003372,0.023987,0.008629,0.02047
-0.054909,0.01429,0.048134,0.010078,-0.045815,0.019867,0.027733,-0.001625,-0.05587,0.050774,0.020119,0.071304,0.002777,-0.019661,0.04261,0.002068,-0.006645,0.068863,-0.031517,0.000168,-0.011452,0.003853,-0.001152,0.035362,0.035751,-9.16E-05,0.008598,-0.016075,-0.048134,0.035149,-9.16E-05,0.033379,0.019676,-0.047272,-0.027931,-0.009079,0.000893,0.033348,0.005524,0.019531
